index;chave;repeticoes;colisoes
10231;;;
10232;;;
10233;;;
10234;;;
10235;;;
10236;;;
10237;;;
10238;;;
10239;;;
10240;ceei;2;0
10241;;;
10242;;;
10243;;;
10244;;;
10245;;;
10246;;;
10247;;;
10248;;;
10249;;;
10250;;;
10251;;;
10252;;;
10253;;;
10254;;;
10255;;;
10256;;;
10257;;;
10258;;;
10259;;;
10260;roxo;1;8
10261;;;
10262;;;
10263;;;
10264;;;
10265;;;
10266;;;
10267;;;
10268;;;
10269;;;
10270;;;
10271;;;
10272;;;
10273;;;
10274;;;
10275;;;
10276;;;
10277;;;
10278;;;
10279;;;
10280;life;1;0
10281;;;
10282;;;
10283;;;
10284;;;
10285;;;
10286;;;
10287;;;
10288;;;
10289;;;
10290;;;
10291;;;
10292;;;
10293;;;
10294;;;
10295;;;
10296;;;
10297;;;
10298;;;
10299;;;
10300;;;
10301;;;
10302;;;
10303;;;
10304;;;
10305;;;
10306;;;
10307;;;
10308;;;
10309;;;
10310;;;
10311;;;
10312;;;
10313;;;
10314;;;
10315;;;
10316;;;
10317;;;
10318;;;
10319;;;
10320;;;
10321;;;
10322;;;
10323;;;
10324;;;
10325;;;
10326;;;
10327;;;
10328;;;
10329;;;
10330;;;
10331;;;
10332;;;
10333;;;
10334;;;
10335;;;
10336;;;
10337;;;
10338;;;
10339;;;
10340;;;
10341;;;
10342;;;
10343;;;
10344;;;
10345;;;
10346;;;
10347;;;
10348;;;
10349;;;
10350;your;9;2
10351;;;
10352;;;
10353;;;
10354;;;
10355;;;
10356;;;
10357;;;
10358;;;
10359;;;
10360;;;
10361;;;
10362;;;
10363;;;
10364;;;
10365;;;
10366;;;
10367;;;
10368;;;
10369;;;
10370;;;
10371;;;
10372;;;
10373;;;
10374;;;
10375;;;
10376;;;
10377;;;
10378;;;
10379;;;
10380;;;
10381;;;
10382;;;
10383;;;
10384;;;
10385;;;
10386;;;
10387;;;
10388;;;
10389;;;
10390;;;
10391;;;
10392;;;
10393;;;
10394;;;
10395;;;
10396;;;
10397;;;
10398;;;
10399;;;
10400;file;2;1
10401;;;
10402;;;
10403;;;
10404;;;
10405;;;
10406;;;
10407;;;
10408;;;
10409;;;
10410;;;
10411;;;
10412;;;
10413;;;
10414;;;
10415;;;
10416;;;
10417;;;
10418;;;
10419;;;
10420;;;
10421;;;
10422;;;
10423;;;
10424;;;
10425;;;
10426;;;
10427;;;
10428;;;
10429;;;
10430;;;
10431;;;
10432;;;
10433;;;
10434;;;
10435;;;
10436;;;
10437;;;
10438;;;
10439;;;
10440;;;
10441;;;
10442;;;
10443;;;
10444;;;
10445;;;
10446;;;
10447;;;
10448;;;
10449;;;
10450;;;
10451;;;
10452;;;
10453;;;
10454;;;
10455;;;
10456;;;
10457;;;
10458;;;
10459;;;
10460;caamba;1;0
10461;;;
10462;;;
10463;;;
10464;;;
10465;;;
10466;;;
10467;;;
10468;;;
10469;;;
10470;;;
10471;;;
10472;;;
10473;;;
10474;;;
10475;;;
10476;;;
10477;;;
10478;;;
10479;;;
10480;;;
10481;;;
10482;;;
10483;;;
10484;;;
10485;;;
10486;;;
10487;;;
10488;;;
10489;;;
10490;;;
10491;;;
10492;;;
10493;;;
10494;;;
10495;;;
10496;;;
10497;;;
10498;;;
10499;;;
10500;;;
10501;;;
10502;;;
10503;;;
10504;;;
10505;;;
10506;;;
10507;;;
10508;;;
10509;;;
10510;;;
10511;;;
10512;;;
10513;;;
10514;;;
10515;;;
10516;;;
10517;;;
10518;;;
10519;;;
10520;owed;1;0
10521;;;
10522;;;
10523;;;
10524;;;
10525;;;
10526;;;
10527;;;
10528;;;
10529;;;
10530;;;
10531;;;
10532;;;
10533;;;
10534;;;
10535;;;
10536;;;
10537;;;
10538;;;
10539;;;
10540;;;
10541;;;
10542;;;
10543;;;
10544;;;
10545;;;
10546;;;
10547;;;
10548;;;
10549;;;
10550;void;1;0
10551;;;
10552;;;
10553;;;
10554;;;
10555;;;
10556;tacha;1;0
10557;;;
10558;;;
10559;;;
10560;finada;1;1
10561;;;
10562;;;
10563;;;
10564;;;
10565;fadiga;2;1
10566;;;
10567;;;
10568;;;
10569;;;
10570;;;
10571;;;
10572;;;
10573;;;
10574;;;
10575;;;
10576;;;
10577;;;
10578;;;
10579;;;
10580;;;
10581;;;
10582;;;
10583;;;
10584;;;
10585;;;
10586;;;
10587;;;
10588;;;
10589;;;
10590;;;
10591;;;
10592;;;
10593;;;
10594;;;
10595;;;
10596;;;
10597;;;
10598;;;
10599;;;
10600;keep;2;0
10601;;;
10602;;;
10603;;;
10604;;;
10605;;;
10606;;;
10607;;;
10608;;;
10609;;;
10610;;;
10611;;;
10612;;;
10613;;;
10614;;;
10615;;;
10616;;;
10617;;;
10618;;;
10619;;;
10620;;;
10621;;;
10622;;;
10623;;;
10624;;;
10625;;;
10626;;;
10627;;;
10628;;;
10629;;;
10630;cova;2;0
10631;;;
10632;;;
10633;chama;1;0
10634;;;
10635;;;
10636;;;
10637;;;
10638;;;
10639;;;
10640;;;
10641;;;
10642;;;
10643;;;
10644;;;
10645;;;
10646;;;
10647;;;
10648;;;
10649;;;
10650;damage;2;0
10651;;;
10652;;;
10653;;;
10654;;;
10655;;;
10656;;;
10657;;;
10658;;;
10659;;;
10660;;;
10661;;;
10662;;;
10663;;;
10664;;;
10665;;;
10666;;;
10667;;;
10668;;;
10669;;;
10670;;;
10671;;;
10672;;;
10673;;;
10674;;;
10675;;;
10676;;;
10677;;;
10678;;;
10679;;;
10680;saio;3;9
10681;;;
10682;;;
10683;;;
10684;;;
10685;grecia;1;0
10686;;;
10687;;;
10688;;;
10689;;;
10690;chocha;1;2
10691;;;
10692;;;
10693;;;
10694;;;
10695;;;
10696;ganha;2;1
10697;;;
10698;;;
10699;;;
10700;usei;1;4
10701;;;
10702;;;
10703;;;
10704;;;
10705;;;
10706;;;
10707;;;
10708;;;
10709;;;
10710;;;
10711;;;
10712;;;
10713;;;
10714;;;
10715;;;
10716;;;
10717;;;
10718;;;
10719;;;
10720;long;1;0
10721;;;
10722;;;
10723;;;
10724;;;
10725;;;
10726;;;
10727;;;
10728;;;
10729;;;
10730;;;
10731;unica;7;4
10732;;;
10733;;;
10734;;;
10735;;;
10736;;;
10737;;;
10738;;;
10739;;;
10740;orao;1;4
10741;;;
10742;;;
10743;;;
10744;;;
10745;named;1;0
10746;;;
10747;;;
10748;;;
10749;;;
10750;acdeme;2;0
10751;;;
10752;chief;1;0
10753;;;
10754;;;
10755;;;
10756;;;
10757;;;
10758;;;
10759;gemia;1;4
10760;;;
10761;;;
10762;;;
10763;;;
10764;;;
10765;acabas;1;7
10766;lauda;1;0
10767;;;
10768;;;
10769;;;
10770;;;
10771;;;
10772;;;
10773;sacam;1;1
10774;;;
10775;;;
10776;;;
10777;;;
10778;;;
10779;;;
10780;acham;1;1
10781;;;
10782;;;
10783;;;
10784;;;
10785;;;
10786;;;
10787;larga;1;13
10788;;;
10789;;;
10790;monica;7;17
10791;;;
10792;;;
10793;;;
10794;;;
10795;;;
10796;;;
10797;;;
10798;;;
10799;;;
10800;filo;1;2
10801;;;
10802;;;
10803;;;
10804;;;
10805;;;
10806;;;
10807;;;
10808;baile;4;0
10809;;;
10810;;;
10811;;;
10812;;;
10813;;;
10814;;;
10815;pealhe;1;1
10816;;;
10817;;;
10818;;;
10819;;;
10820;fumega;1;2
10821;;;
10822;;;
10823;;;
10824;;;
10825;;;
10826;;;
10827;;;
10828;;;
10829;legal;2;0
10830;lxii;3;8
10831;;;
10832;;;
10833;;;
10834;;;
10835;bigode;2;1
10836;achra;2;4
10837;;;
10838;;;
10839;;;
10840;cosida;1;10
10841;;;
10842;;;
10843;folha;1;2
10844;;;
10845;defesa;7;1
10846;;;
10847;;;
10848;;;
10849;;;
10850;doena;8;24
10851;;;
10852;;;
10853;;;
10854;;;
10855;;;
10856;;;
10857;;;
10858;;;
10859;;;
10860;adiava;1;6
10861;;;
10862;;;
10863;;;
10864;digam;3;2
10865;abenoa;1;0
10866;;;
10867;;;
10868;;;
10869;;;
10870;sirach;1;0
10871;comia;2;2
10872;;;
10873;;;
10874;;;
10875;pagava;1;9
10876;;;
10877;;;
10878;vagam;1;9
10879;;;
10880;;;
10881;;;
10882;;;
10883;;;
10884;;;
10885;;;
10886;;;
10887;;;
10888;;;
10889;;;
10890;cobria;1;5
10891;;;
10892;plena;1;1
10893;;;
10894;;;
10895;;;
10896;;;
10897;;;
10898;;;
10899;pedao;7;12
10900;alegra;1;4
10901;;;
10902;;;
10903;;;
10904;;;
10905;linked;1;1
10906;poema;1;13
10907;;;
10908;;;
10909;;;
10910;copied;2;0
10911;;;
10912;;;
10913;fadas;1;1
10914;;;
10915;romana;1;3
10916;;;
10917;;;
10918;;;
10919;;;
10920;nanata;1;25
10921;;;
10922;;;
10923;;;
10924;;;
10925;tolhia;1;4
10926;;;
10927;caber;2;2
10928;;;
10929;;;
10930;apalpa;1;1
10931;;;
10932;;;
10933;;;
10934;nadar;3;0
10935;;;
10936;;;
10937;;;
10938;;;
10939;;;
10940;digase;3;2
10941;tranquillidade;1;2
10942;;;
10943;;;
10944;;;
10945;falase;1;3
10946;;;
10947;;;
10948;;;
10949;;;
10950;patena;1;6
10951;;;
10952;;;
10953;acompanhalohia;1;0
10954;;;
10955;chegar;6;3
10956;;;
10957;;;
10958;;;
10959;;;
10960;abraar;1;13
10961;;;
10962;casal;2;0
10963;;;
10964;;;
10965;olhado;1;3
10966;;;
10967;;;
10968;;;
10969;nadas;1;2
10970;;;
10971;;;
10972;;;
10973;;;
10974;;;
10975;dariam;1;0
10976;desci;2;2
10977;;;
10978;;;
10979;;;
10980;finado;4;6
10981;;;
10982;;;
10983;;;
10984;;;
10985;;;
10986;;;
10987;;;
10988;;;
10989;;;
10990;final;13;8
10991;;;
10992;;;
10993;;;
10994;;;
10995;agrado;2;7
10996;;;
10997;acudi;5;15
10998;;;
10999;;;
11000;;;
11001;;;
11002;;;
11003;;;
11004;viera;2;0
11005;senado;2;6
11006;;;
11007;;;
11008;;;
11009;;;
11010;parado;2;12
11011;;;
11012;;;
11013;;;
11014;espalhadamente;1;0
11015;cairam;2;4
11016;;;
11017;fortaleceramme;1;0
11018;;;
11019;;;
11020;poesia;1;11
11021;;;
11022;;;
11023;;;
11024;;;
11025;barra;1;10
11026;;;
11027;disfaradamente;1;0
11028;calligraphicas;1;0
11029;;;
11030;desdem;1;0
11031;;;
11032;mexia;1;2
11033;;;
11034;;;
11035;empina;1;2
11036;;;
11037;;;
11038;;;
11039;longe;31;9
11040;parava;3;14
11041;;;
11042;;;
11043;;;
11044;;;
11045;anceio;1;5
11046;abrao;1;3
11047;;;
11048;escancararamse;1;0
11049;;;
11050;;;
11051;;;
11052;;;
11053;casra;1;9
11054;;;
11055;deulhe;2;4
11056;;;
11057;;;
11058;;;
11059;;;
11060;curia;1;14
11061;;;
11062;;;
11063;;;
11064;;;
11065;erguia;4;6
11066;;;
11067;perna;2;9
11068;;;
11069;reminiscencias;4;0
11070;menear;1;1
11071;;;
11072;;;
11073;;;
11074;digas;1;1
11075;eslava;1;1
11076;;;
11077;;;
11078;;;
11079;accusada;1;0
11080;deitei;4;5
11081;bebeu;1;0
11082;;;
11083;;;
11084;;;
11085;davase;1;11
11086;;;
11087;;;
11088;viase;1;13
11089;;;
11090;sonhei;2;4
11091;;;
11092;;;
11093;;;
11094;modified;1;0
11095;vexame;3;20
11096;;;
11097;;;
11098;;;
11099;;;
11100;alheio;1;19
11101;;;
11102;aches;1;5
11103;fechadas;2;2
11104;;;
11105;jardim;1;7
11106;specific;1;0
11107;;;
11108;;;
11109;agradado;1;20
11110;queira;3;4
11111;parallelamente;1;0
11112;;;
11113;;;
11114;jurisprudencia;1;0
11115;entend;1;4
11116;pague;1;14
11117;;;
11118;;;
11119;;;
11120;dotado;1;9
11121;intercalavamse;1;0
11122;;;
11123;meias;9;12
11124;;;
11125;demora;4;2
11126;;;
11127;;;
11128;;;
11129;desapprenderam;1;0
11130;peguei;9;43
11131;;;
11132;;;
11133;delicado;1;0
11134;;;
11135;accrescentando;1;1
11136;indagava;1;2
11137;gasta;1;1
11138;;;
11139;;;
11140;restabelecemos;1;16
11141;;;
11142;;;
11143;ecclesiasticas;1;0
11144;fuime;3;7
11145;nympha;3;7
11146;cuidadosamente;1;0
11147;;;
11148;pancadas;2;0
11149;;;
11150;essencialmente;1;16
11151;banho;1;3
11152;;;
11153;;;
11154;alcanado;1;0
11155;phrase;11;24
11156;;;
11157;intrepidamente;1;0
11158;tomei;3;5
11159;;;
11160;descer;9;19
11161;;;
11162;reciprocamente;1;0
11163;;;
11164;;;
11165;enredo;1;12
11166;;;
11167;;;
11168;;;
11169;padecido;2;2
11170;rasgar;1;14
11171;;;
11172;casar;12;16
11173;;;
11174;;;
11175;vencer;6;11
11176;;;
11177;;;
11178;;;
11179;tirei;3;8
11180;conego;4;12
11181;;;
11182;;;
11183;;;
11184;deliciosamente;2;2
11185;;;
11186;feies;5;0
11187;;;
11188;;;
11189;implicitamente;1;0
11190;servia;4;15
11191;;;
11192;identification;1;0
11193;azedo;1;7
11194;;;
11195;principalmente;6;18
11196;balladas;1;0
11197;;;
11198;comprehendesse;1;0
11199;escondia;1;0
11200;pedilo;2;12
11201;effectivamente;9;0
11202;fugialhe;1;0
11203;;;
11204;correspondiase;1;0
11205;encheu;1;26
11206;;;
11207;moral;9;31
11208;;;
11209;inconciliaveis;2;0
11210;ensine;1;21
11211;;;
11212;circumstancias;4;0
11213;;;
11214;cargo;3;4
11215;saiume;1;16
11216;;;
11217;descanam;1;0
11218;;;
11219;;;
11220;abrigado;1;21
11221;lindo;4;4
11222;;;
11223;tinhalhe;1;0
11224;;;
11225;ensaio;1;3
11226;apanhado;2;6
11227;;;
11228;lviii;1;4
11229;dedicalo;1;0
11230;coraes;3;3
11231;;;
11232;pediamme;1;1
11233;;;
11234;;;
11235;devem;6;31
11236;;;
11237;;;
11238;afflicta;1;1
11239;;;
11240;posted;4;0
11241;distinctamente;1;7
11242;joias;5;12
11243;;;
11244;;;
11245;varias;4;3
11246;;;
11247;ponhalhe;1;0
11248;;;
11249;velas;2;12
11250;tranas;7;19
11251;;;
11252;;;
11253;castanha;1;1
11254;;;
11255;abotoe;1;4
11256;photographarse;1;4
11257;;;
11258;;;
11259;prefacio;1;2
11260;cxiv;2;4
11261;;;
11262;ideiauma;1;9
11263;triumphalmente;2;12
11264;;;
11265;elogio;4;46
11266;;;
11267;;;
11268;exclamei;2;2
11269;;;
11270;guiar;1;12
11271;recebelo;1;8
11272;;;
11273;;;
11274;;;
11275;fluido;3;4
11276;;;
11277;fezme;15;30
11278;;;
11279;;;
11280;salvao;2;25
11281;;;
11282;;;
11283;;;
11284;facto;3;6
11285;padres;6;2
11286;trovoada;1;8
11287;;;
11288;;;
11289;ensaiava;1;2
11290;coroao;2;6
11291;desvanecimento;4;9
11292;;;
11293;extraordinario;3;0
11294;;;
11295;dizialhe;1;13
11296;;;
11297;;;
11298;creanola;1;16
11299;;;
11300;riados;1;1
11301;;;
11302;;;
11303;;;
11304;abandone;1;2
11305;unias;1;26
11306;applicable;3;0
11307;affectao;2;2
11308;;;
11309;;;
11310;annuncia;1;10
11311;;;
11312;sente;1;3
11313;agoniado;1;0
11314;;;
11315;nelles;1;9
11316;appaream;1;0
11317;;;
11318;agradecimentos;2;0
11319;aguas;3;42
11320;should;2;1
11321;;;
11322;verdades;1;4
11323;;;
11324;;;
11325;ecclesiasticos;2;16
11326;frequentemente;1;0
11327;;;
11328;fantasia;2;5
11329;correspondente;3;0
11330;antigo;9;7
11331;sabbados;6;10
11332;accordance;2;0
11333;durao;2;11
11334;calcante;1;0
11335;arrependimento;3;6
11336;;;
11337;caricias;3;8
11338;cabelleireiros;1;0
11339;;;
11340;exclusivamente;3;31
11341;;;
11342;;;
11343;constantinopla;4;2
11344;;;
11345;sommar;2;13
11346;;;
11347;ditas;2;6
11348;escanchado;1;1
11349;penteado;10;7
11350;poetar;1;13
11351;;;
11352;revelado;1;7
11353;;;
11354;apreo;1;19
11355;ouvira;7;1
11356;;;
11357;;;
11358;apprende;2;5
11359;;;
11360;desfaz;1;7
11361;indignao;2;19
11362;;;
11363;;;
11364;vantagem;4;4
11365;pensar;14;5
11366;;;
11367;poderiam;1;11
11368;possa;7;11
11369;;;
11370;publicas;1;31
11371;;;
11372;;;
11373;batalhas;1;1
11374;;;
11375;valeu;4;12
11376;combinao;1;3
11377;;;
11378;;;
11379;passagem;6;0
11380;precipitavamos;1;7
11381;administrativa;1;0
11382;lembrase;2;10
11383;;;
11384;demanda;3;0
11385;explicao;7;9
11386;;;
11387;;;
11388;mediante;3;3
11389;custa;5;4
11390;ruinas;1;12
11391;apeavase;1;6
11392;;;
11393;;;
11394;repetila;1;2
11395;pobres;2;17
11396;sello;1;6
11397;collegas;1;0
11398;;;
11399;;;
11400;culpas;1;21
11401;;;
11402;;;
11403;vinho;2;16
11404;presiganga;1;0
11405;alteno;1;17
11406;imaginar;1;1
11407;interrogativas;1;0
11408;contradiga;1;0
11409;dominava;3;6
11410;fixar;2;15
11411;reverendissimo;1;0
11412;acertado;1;3
11413;;;
11414;;;
11415;reflecti;3;12
11416;succede;1;0
11417;botas;3;0
11418;imperial;4;15
11419;;;
11420;beijos;2;3
11421;preencho;1;2
11422;bemaventurados;2;0
11423;;;
11424;defuncta;1;5
11425;offers;1;0
11426;conscincia;1;1
11427;enlevado;1;3
11428;ignorancia;1;0
11429;;;
11430;dizelo;7;6
11431;livre;1;0
11432;;;
11433;acontecimentos;3;0
11434;;;
11435;honras;3;1
11436;apparecera;1;1
11437;;;
11438;serio;7;8
11439;praticas;1;2
11440;same;1;1
11441;;;
11442;abominao;1;7
11443;;;
11444;livreiroeditor;1;1
11445;caimos;1;19
11446;desciamlhe;1;0
11447;;;
11448;desenhar;1;2
11449;;;
11450;vicios;1;4
11451;teimarem;2;13
11452;braos;19;41
11453;;;
11454;daquelle;17;9
11455;chamou;2;0
11456;abafava;1;0
11457;santiago;9;16
11458;enfiavalhe;1;1
11459;;;
11460;cantando;5;12
11461;;;
11462;;;
11463;bailados;1;11
11464;chicara;9;1
11465;hojeos;1;2
11466;qualidades;7;24
11467;;;
11468;;;
11469;interina;2;4
11470;embaraarme;1;1
11471;;;
11472;criticas;1;3
11473;comprimentoume;1;14
11474;experimentemos;1;0
11475;esperava;7;4
11476;desdiga;1;0
11477;;;
11478;mordendo;2;5
11479;;;
11480;beijou;2;18
11481;;;
11482;;;
11483;;;
11484;desviava;1;5
11485;nenhum;21;24
11486;;;
11487;traziaas;1;14
11488;;;
11489;;;
11490;apertado;2;21
11491;;;
11492;padaria;1;0
11493;contarei;3;4
11494;canto;6;4
11495;noutra;1;8
11496;responde;1;17
11497;;;
11498;;;
11499;brandura;1;6
11500;desastrada;1;4
11501;notas;3;2
11502;faziamse;1;5
11503;;;
11504;escocia;1;1
11505;espetava;1;9
11506;espancaram;1;0
11507;;;
11508;paulo;12;9
11509;;;
11510;existe;2;3
11511;habitual;4;11
11512;digalhe;1;2
11513;;;
11514;entenderia;1;9
11515;gostar;2;15
11516;despedidas;3;8
11517;reconstituirme;1;18
11518;commercial;1;0
11519;;;
11520;chamame;1;23
11521;;;
11522;carro;13;6
11523;minucias;2;9
11524;calculated;1;2
11525;ralhou;1;6
11526;achilles;2;6
11527;;;
11528;antecipado;1;0
11529;botes;1;11
11530;marchetado;1;2
11531;;;
11532;passando;5;6
11533;;;
11534;;;
11535;maduro;2;20
11536;tosse;3;7
11537;;;
11538;jarretei;1;5
11539;;;
11540;eloquencia;1;2
11541;trazidas;1;5
11542;affeioando;1;1
11543;lodos;1;12
11544;contraco;1;11
11545;juntas;5;6
11546;;;
11547;;;
11548;adiadas;1;4
11549;;;
11550;americanas;1;29
11551;;;
11552;julgala;1;0
11553;abraoume;3;3
11554;elogiarlhe;1;3
11555;tenues;1;2
11556;fantastica;1;9
11557;rules;2;3
11558;apalpavame;1;5
11559;tornando;2;7
11560;osculo;2;10
11561;;;
11562;sacrificio;1;11
11563;;;
11564;allopathia;3;5
11565;passavam;5;23
11566;adivinhado;2;0
11567;;;
11568;supponde;1;19
11569;;;
11570;pousar;1;5
11571;puzme;1;7
11572;lisonjeado;1;4
11573;;;
11574;retrahidas;1;8
11575;turvao;2;1
11576;vingana;2;1
11577;centenas;1;18
11578;pallejavam;1;2
11579;;;
11580;planteilhe;1;8
11581;;;
11582;;;
11583;empregue;2;7
11584;chamado;4;1
11585;iremos;4;15
11586;cidadenova;1;1
11587;;;
11588;simultanea;1;9
11589;interlocutores;1;9
11590;;;
11591;;;
11592;recolheu;2;37
11593;;;
11594;homeopatha;2;2
11595;parceiro;3;11
11596;enfermeira;3;5
11597;;;
11598;entendeu;3;4
11599;casto;1;6
11600;delgado;1;1
11601;atarlhes;1;8
11602;;;
11603;;;
11604;conheci;2;14
11605;partir;1;2
11606;santo;5;7
11607;escripta;4;7
11608;disciplina;1;4
11609;;;
11610;pediamos;1;5
11611;;;
11612;deralhe;2;2
11613;abuso;1;18
11614;;;
11615;navios;1;1
11616;insistia;2;15
11617;;;
11618;;;
11619;dezesete;5;12
11620;mandava;1;10
11621;;;
11622;gostarme;1;8
11623;;;
11624;anciava;2;3
11625;figuro;1;15
11626;concilialo;1;3
11627;rijos;1;0
11628;charlato;1;33
11629;;;
11630;combatelas;1;8
11631;fugitiva;1;2
11632;embrulhado;1;4
11633;;;
11634;apregoando;1;8
11635;;;
11636;combatendo;1;5
11637;peraltas;4;1
11638;esqueceram;1;0
11639;;;
11640;feitos;3;12
11641;;;
11642;acompanhar;4;1
11643;reformar;3;9
11644;beijava;1;3
11645;;;
11646;atirarse;1;8
11647;;;
11648;ficaram;6;3
11649;disserem;2;7
11650;desconfiar;2;20
11651;;;
11652;ensinarlhe;1;13
11653;;;
11654;;;
11655;respirao;2;18
11656;intimarlhe;1;0
11657;;;
11658;diziammo;1;13
11659;;;
11660;escolha;4;11
11661;preferir;1;1
11662;alevantado;1;2
11663;;;
11664;presente;3;14
11665;verteu;1;2
11666;escolhendo;1;1
11667;viciosas;1;7
11668;esquecendo;2;9
11669;;;
11670;podiamos;3;17
11671;;;
11672;empacar;1;7
11673;exprimem;1;2
11674;municipaes;1;5
11675;lxxvii;2;1
11676;pensasse;4;18
11677;;;
11678;principaes;2;5
11679;passados;2;14
11680;zangado;3;12
11681;;;
11682;inspirao;2;4
11683;;;
11684;claramente;2;5
11685;tribunas;1;3
11686;fazerselhe;1;2
11687;;;
11688;animoume;4;17
11689;;;
11690;sentiu;3;12
11691;pastoral;1;1
11692;subalterna;1;4
11693;;;
11694;espalhados;1;6
11695;turvas;1;1
11696;enxovalham;1;15
11697;mulheres;9;34
11698;;;
11699;;;
11700;contente;4;17
11701;;;
11702;concluiria;1;2
11703;produzia;1;8
11704;ordinarias;1;5
11705;;;
11706;gracioso;1;6
11707;;;
11708;pregava;1;11
11709;dialogos;1;1
11710;assombrava;1;2
11711;;;
11712;fechaduras;1;3
11713;;;
11714;arranhados;1;1
11715;justtina;1;1
11716;;;
11717;;;
11718;giros;1;11
11719;;;
11720;soffria;1;9
11721;beiramos;1;1
11722;creanolasj;1;2
11723;;;
11724;sorrindo;5;20
11725;omisso;1;2
11726;;;
11727;cortados;1;4
11728;terrasanta;2;13
11729;;;
11730;guloso;1;12
11731;;;
11732;abraalo;2;3
11733;abrochou;1;5
11734;estendeume;1;2
11735;vernos;2;0
11736;materia;14;13
11737;;;
11738;;;
11739;enxuguei;3;5
11740;sombria;1;15
11741;;;
11742;caridoso;1;0
11743;;;
11744;allegar;1;31
11745;sentiaos;1;3
11746;clarissima;1;0
11747;;;
11748;gaturamo;1;13
11749;;;
11750;;;
11751;columnas;1;4
11752;;;
11753;;;
11754;alisalos;1;7
11755;tumulo;1;0
11756;cigarra;1;20
11757;applique;1;1
11758;fraternaes;1;1
11759;;;
11760;chovesse;1;31
11761;;;
11762;dispensava;1;1
11763;;;
11764;cavalheiro;2;16
11765;;;
11766;alugueis;6;13
11767;;;
11768;fundindose;1;116
11769;;;
11770;tido;1;4
11771;;;
11772;obrigao;6;23
11773;;;
11774;regulating;1;0
11775;rispidez;1;17
11776;pescadores;1;9
11777;;;
11778;regressava;1;14
11779;;;
11780;repetia;5;18
11781;discreto;2;7
11782;constipado;1;2
11783;;;
11784;definitiva;3;17
11785;;;
11786;enterralas;1;0
11787;procurar;1;5
11788;escrevendo;5;15
11789;;;
11790;defeitos;2;7
11791;;;
11792;espelhinho;2;10
11793;infinito;7;3
11794;suscitavam;1;2
11795;;;
11796;precisasse;1;7
11797;;;
11798;;;
11799;sentidos;2;8
11800;secreta;5;10
11801;;;
11802;domingos;2;4
11803;;;
11804;attenuando;1;8
11805;tristeza;5;1
11806;;;
11807;;;
11808;apanhar;5;7
11809;;;
11810;lembrassem;1;18
11811;murmurei;1;0
11812;casando;2;6
11813;;;
11814;arranjos;1;13
11815;gastou;1;0
11816;contestado;1;17
11817;apearnos;1;2
11818;enterrarme;1;0
11819;;;
11820;escreveu;2;10
11821;;;
11822;imaginamos;1;1
11823;louvasse;1;6
11824;direita;8;24
11825;;;
11826;furiosas;2;5
11827;;;
11828;santissima;2;8
11829;approvao;3;6
11830;empenharmo;1;3
11831;;;
11832;entendi;4;17
11833;;;
11834;;;
11835;contalos;1;0
11836;passara;1;10
11837;;;
11838;resultaram;1;8
11839;displaying;4;0
11840;amontoavam;1;24
11841;empregou;2;3
11842;esquecidos;1;1
11843;;;
11844;mendigo;2;12
11845;;;
11846;;;
11847;duzentas;1;0
11848;olhavam;3;6
11849;;;
11850;conversava;3;5
11851;;;
11852;parando;2;5
11853;deitouse;1;4
11854;continuava;6;4
11855;;;
11856;pallido;2;21
11857;;;
11858;commoveram;1;1
11859;attribuo;2;7
11860;inteira;6;16
11861;;;
11862;dispensalo;1;1
11863;;;
11864;explicoume;1;24
11865;pontos;1;4
11866;intimoulhe;1;0
11867;;;
11868;conservava;1;20
11869;eilo;1;15
11870;contemplar;1;0
11871;comtanto;2;0
11872;solidas;1;11
11873;;;
11874;arrepios;1;4
11875;;;
11876;reforma;2;5
11877;mettamos;1;1
11878;esterlinas;4;1
11879;;;
11880;aprazia;1;14
11881;;;
11882;;;
11883;cartorio;2;6
11884;palavra;52;19
11885;status;4;0
11886;vendonos;1;2
11887;;;
11888;paginas;8;13
11889;asserses;1;1
11890;interrogar;2;2
11891;;;
11892;revelao;1;30
11893;;;
11894;;;
11895;;;
11896;distinctas;1;31
11897;;;
11898;economisar;1;3
11899;;;
11900;puniria;1;8
11901;duvidoso;2;5
11902;irse;1;1
11903;;;
11904;tamanho;6;59
11905;;;
11906;papamissas;1;1
11907;regresso;3;0
11908;revelra;1;27
11909;;;
11910;enterrados;1;3
11911;;;
11912;despedimos;1;20
11913;adro;1;6
11914;apostolico;11;2
11915;;;
11916;lembrar;7;9
11917;;;
11918;murmurando;2;1
11919;;;
11920;dissimulao;5;6
11921;;;
11922;aggravou;2;4
11923;;;
11924;adeantemos;1;67
11925;;;
11926;;;
11927;;;
11928;anciosos;1;19
11929;;;
11930;nascimento;1;1
11931;circulos;1;2
11932;havendo;8;37
11933;;;
11934;demolissem;2;3
11935;will;7;4
11936;abatimento;1;5
11937;;;
11938;encontreio;1;0
11939;;;
11940;estimei;2;12
11941;;;
11942;;;
11943;escripto;8;1
11944;corredores;1;5
11945;;;
11946;opas;2;4
11947;;;
11948;cumpria;6;14
11949;suadouro;1;4
11950;dispoz;1;2
11951;;;
11952;dominem;1;11
11953;;;
11954;envolverme;1;2
11955;exemplos;2;2
11956;corriam;1;5
11957;;;
11958;tratamento;2;3
11959;;;
11960;humanas;3;10
11961;censures;1;9
11962;desconfiou;1;0
